realtime_start,realtime_end,date,value
2025-04-10,2025-04-10,2009-07-01,115.620
2025-04-10,2025-04-10,2009-08-01,117.130
2025-04-10,2025-04-10,2009-09-01,122.476
2025-04-10,2025-04-10,2009-10-01,123.998
2025-04-10,2025-04-10,2009-11-01,122.465
2025-04-10,2025-04-10,2009-12-01,119.357
2025-04-10,2025-04-10,2010-01-01,116.678
2025-04-10,2025-04-10,2010-02-01,118.869
2025-04-10,2025-04-10,2010-03-01,122.073
2025-04-10,2025-04-10,2010-04-01,122.143
2025-04-10,2025-04-10,2010-05-01,121.006
2025-04-10,2025-04-10,2010-06-01,118.319
2025-04-10,2025-04-10,2010-07-01,115.248
2025-04-10,2025-04-10,2010-08-01,116.667
2025-04-10,2025-04-10,2010-09-01,121.011
2025-04-10,2025-04-10,2010-10-01,122.454
2025-04-10,2025-04-10,2010-11-01,121.498
2025-04-10,2025-04-10,2010-12-01,118.071
2025-04-10,2025-04-10,2011-01-01,116.664
2025-04-10,2025-04-10,2011-02-01,118.369
2025-04-10,2025-04-10,2011-03-01,121.286
2025-04-10,2025-04-10,2011-04-01,122.226
2025-04-10,2025-04-10,2011-05-01,122.271
2025-04-10,2025-04-10,2011-06-01,120.578
2025-04-10,2025-04-10,2011-07-01,118.770
2025-04-10,2025-04-10,2011-08-01,121.547
2025-04-10,2025-04-10,2011-09-01,125.272
2025-04-10,2025-04-10,2011-10-01,127.590
2025-04-10,2025-04-10,2011-11-01,127.285
2025-04-10,2025-04-10,2011-12-01,123.470
2025-04-10,2025-04-10,2012-01-01,122.105
2025-04-10,2025-04-10,2012-02-01,123.312
2025-04-10,2025-04-10,2012-03-01,127.258
2025-04-10,2025-04-10,2012-04-01,128.485
2025-04-10,2025-04-10,2012-05-01,127.688
2025-04-10,2025-04-10,2012-06-01,125.241
2025-04-10,2025-04-10,2012-07-01,122.300
2025-04-10,2025-04-10,2012-08-01,123.568
2025-04-10,2025-04-10,2012-09-01,128.630
2025-04-10,2025-04-10,2012-10-01,131.359
2025-04-10,2025-04-10,2012-11-01,129.573
2025-04-10,2025-04-10,2012-12-01,125.656
2025-04-10,2025-04-10,2013-01-01,124.687
2025-04-10,2025-04-10,2013-02-01,126.303
2025-04-10,2025-04-10,2013-03-01,128.279
2025-04-10,2025-04-10,2013-04-01,128.861
2025-04-10,2025-04-10,2013-05-01,127.952
2025-04-10,2025-04-10,2013-06-01,126.205
2025-04-10,2025-04-10,2013-07-01,124.215
2025-04-10,2025-04-10,2013-08-01,125.767
2025-04-10,2025-04-10,2013-09-01,129.701
2025-04-10,2025-04-10,2013-10-01,131.070
2025-04-10,2025-04-10,2013-11-01,129.435
2025-04-10,2025-04-10,2013-12-01,126.461
2025-04-10,2025-04-10,2014-01-01,124.275
2025-04-10,2025-04-10,2014-02-01,125.493
2025-04-10,2025-04-10,2014-03-01,128.888
2025-04-10,2025-04-10,2014-04-01,129.629
2025-04-10,2025-04-10,2014-05-01,128.963
2025-04-10,2025-04-10,2014-06-01,127.302
2025-04-10,2025-04-10,2014-07-01,124.645
2025-04-10,2025-04-10,2014-08-01,125.726
2025-04-10,2025-04-10,2014-09-01,130.324
2025-04-10,2025-04-10,2014-10-01,131.961
2025-04-10,2025-04-10,2014-11-01,129.023
2025-04-10,2025-04-10,2014-12-01,123.942
2025-04-10,2025-04-10,2015-01-01,122.527
2025-04-10,2025-04-10,2015-02-01,124.457
2025-04-10,2025-04-10,2015-03-01,128.245
2025-04-10,2025-04-10,2015-04-01,128.593
2025-04-10,2025-04-10,2015-05-01,127.083
2025-04-10,2025-04-10,2015-06-01,124.954
2025-04-10,2025-04-10,2015-07-01,122.607
2025-04-10,2025-04-10,2015-08-01,124.547
2025-04-10,2025-04-10,2015-09-01,128.540
2025-04-10,2025-04-10,2015-10-01,129.446
2025-04-10,2025-04-10,2015-11-01,127.039
2025-04-10,2025-04-10,2015-12-01,122.792
2025-04-10,2025-04-10,2016-01-01,121.878
2025-04-10,2025-04-10,2016-02-01,125.567
2025-04-10,2025-04-10,2016-03-01,127.427
2025-04-10,2025-04-10,2016-04-01,127.770
2025-04-10,2025-04-10,2016-05-01,127.758
2025-04-10,2025-04-10,2016-06-01,125.472
2025-04-10,2025-04-10,2016-07-01,123.030
2025-04-10,2025-04-10,2016-08-01,124.871
2025-04-10,2025-04-10,2016-09-01,128.429
2025-04-10,2025-04-10,2016-10-01,130.328
2025-04-10,2025-04-10,2016-11-01,127.377
2025-04-10,2025-04-10,2016-12-01,122.637
2025-04-10,2025-04-10,2017-01-01,123.088
2025-04-10,2025-04-10,2017-02-01,126.100
2025-04-10,2025-04-10,2017-03-01,128.250
2025-04-10,2025-04-10,2017-04-01,128.349
2025-04-10,2025-04-10,2017-05-01,126.563
2025-04-10,2025-04-10,2017-06-01,124.630
2025-04-10,2025-04-10,2017-07-01,122.485
2025-04-10,2025-04-10,2017-08-01,124.147
2025-04-10,2025-04-10,2017-09-01,128.150
2025-04-10,2025-04-10,2017-10-01,129.570
2025-04-10,2025-04-10,2017-11-01,125.398
2025-04-10,2025-04-10,2017-12-01,120.614
2025-04-10,2025-04-10,2018-01-01,122.266
2025-04-10,2025-04-10,2018-02-01,126.587
2025-04-10,2025-04-10,2018-03-01,128.604
2025-04-10,2025-04-10,2018-04-01,129.365
2025-04-10,2025-04-10,2018-05-01,128.362
2025-04-10,2025-04-10,2018-06-01,125.382
2025-04-10,2025-04-10,2018-07-01,122.831
2025-04-10,2025-04-10,2018-08-01,122.447
2025-04-10,2025-04-10,2018-09-01,127.440
2025-04-10,2025-04-10,2018-10-01,129.108
2025-04-10,2025-04-10,2018-11-01,124.935
2025-04-10,2025-04-10,2018-12-01,120.526
2025-04-10,2025-04-10,2019-01-01,122.422
2025-04-10,2025-04-10,2019-02-01,125.631
2025-04-10,2025-04-10,2019-03-01,125.785
2025-04-10,2025-04-10,2019-04-01,125.542
2025-04-10,2025-04-10,2019-05-01,124.429
2025-04-10,2025-04-10,2019-06-01,123.749
2025-04-10,2025-04-10,2019-07-01,122.161
2025-04-10,2025-04-10,2019-08-01,123.641
2025-04-10,2025-04-10,2019-09-01,127.009
2025-04-10,2025-04-10,2019-10-01,126.154
2025-04-10,2025-04-10,2019-11-01,122.986
2025-04-10,2025-04-10,2019-12-01,119.111
2025-04-10,2025-04-10,2020-01-01,120.853
2025-04-10,2025-04-10,2020-02-01,124.438
2025-04-10,2025-04-10,2020-03-01,123.815
2025-04-10,2025-04-10,2020-04-01,118.394
2025-04-10,2025-04-10,2020-05-01,114.582
2025-04-10,2025-04-10,2020-06-01,114.734
2025-04-10,2025-04-10,2020-07-01,114.267
2025-04-10,2025-04-10,2020-08-01,116.299
2025-04-10,2025-04-10,2020-09-01,119.354
2025-04-10,2025-04-10,2020-10-01,119.172
2025-04-10,2025-04-10,2020-11-01,116.602
2025-04-10,2025-04-10,2020-12-01,114.434
2025-04-10,2025-04-10,2021-01-01,117.785
2025-04-10,2025-04-10,2021-02-01,119.998
2025-04-10,2025-04-10,2021-03-01,120.746
2025-04-10,2025-04-10,2021-04-01,120.656
2025-04-10,2025-04-10,2021-05-01,120.951
2025-04-10,2025-04-10,2021-06-01,120.324
2025-04-10,2025-04-10,2021-07-01,119.078
2025-04-10,2025-04-10,2021-08-01,121.194
2025-04-10,2025-04-10,2021-09-01,123.406
2025-04-10,2025-04-10,2021-10-01,124.323
2025-04-10,2025-04-10,2021-11-01,122.383
2025-04-10,2025-04-10,2021-12-01,121.068
2025-04-10,2025-04-10,2022-01-01,124.079
2025-04-10,2025-04-10,2022-02-01,127.868
2025-04-10,2025-04-10,2022-03-01,128.919
2025-04-10,2025-04-10,2022-04-01,127.126
2025-04-10,2025-04-10,2022-05-01,126.970
2025-04-10,2025-04-10,2022-06-01,126.619
2025-04-10,2025-04-10,2022-07-01,125.188
2025-04-10,2025-04-10,2022-08-01,127.328
2025-04-10,2025-04-10,2022-09-01,130.143
2025-04-10,2025-04-10,2022-10-01,129.414
2025-04-10,2025-04-10,2022-11-01,126.728
2025-04-10,2025-04-10,2022-12-01,124.587
2025-04-10,2025-04-10,2023-01-01,127.875
2025-04-10,2025-04-10,2023-02-01,132.039
2025-04-10,2025-04-10,2023-03-01,133.112
2025-04-10,2025-04-10,2023-04-01,131.762
2025-04-10,2025-04-10,2023-05-01,131.382
2025-04-10,2025-04-10,2023-06-01,130.510
2025-04-10,2025-04-10,2023-07-01,129.172
2025-04-10,2025-04-10,2023-08-01,131.262
2025-04-10,2025-04-10,2023-09-01,133.157
2025-04-10,2025-04-10,2023-10-01,132.786
2025-04-10,2025-04-10,2023-11-01,128.093
2025-04-10,2025-04-10,2023-12-01,125.794
2025-04-10,2025-04-10,2024-01-01,127.946
2025-04-10,2025-04-10,2024-02-01,131.985
2025-04-10,2025-04-10,2024-03-01,133.640
2025-04-10,2025-04-10,2024-04-01,133.502
2025-04-10,2025-04-10,2024-05-01,132.433
2025-04-10,2025-04-10,2024-06-01,131.525
2025-04-10,2025-04-10,2024-07-01,129.466
2025-04-10,2025-04-10,2024-08-01,131.683
2025-04-10,2025-04-10,2024-09-01,135.537
2025-04-10,2025-04-10,2024-10-01,133.179
2025-04-10,2025-04-10,2024-11-01,129.542
2025-04-10,2025-04-10,2024-12-01,127.354
2025-04-10,2025-04-10,2025-01-01,128.464
2025-04-10,2025-04-10,2025-02-01,132.774
2025-04-10,2025-04-10,2025-03-01,134.082
